Questions,Timestamp
" What is the exact meaning/significance of """"Om"""" in relation to the Mandukya Upanishad?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=3769s
"a) How can we approach everyday activities at various stages of our life with an attitude of service, and in a manner that avoids undue stress and brings peace?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=4155s
"b) How do we carry on the daily activities of life without stress, without strain?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=4193s
"a) What is the difference between """"kuladevi"""" (family deity) and """"isha devata"""" (chosen deity)?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=4719s
" b) What is the significance (if any) of various experiences had during meditation (vibrations, sounds, colors, bright light, darkness etc.)?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=4822s
" a) Is what I experience right now the appearance OF reality, or appearance AS reality? Why doesn't Reality reveal Itself in its originality? For that matter, why don't (or can't) we see the Reality as It is?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=4953s
"b) Why does the play of Consciousness give so many negative experiences (sorrow, suffering, pain, fear, frustration, failure, boredom etc.)?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=5122s
" c) Doesn't the experience of Maya run counter to the principle of nondualism, or is Maya also a part of Reality? If so, how?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=5287s
 a) Involuntary thoughts are mostly negative and bad. How do we uproot them?,https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=60s
" What exactly is meant by the term """"faultlines"""" with regards to pointing out the errors in Maya?"""" (referencing a previous lecture in which Swami Sarvapriyanandaji had used this term).",https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=896s
"a) Could the Blissful experience of sleep be due to sleep related hormones (serotonin, endorphins etc.) rather than to the Bliss inherent in Consciousness?",https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=2545s
"a) In deep sleep, is the Bliss we experience the """"Ananda"""" of """"Sat-Chit-Ananda?""""",https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=2747s
" b) Unconsciousness seems to be different from deep sleep, because it seems to be completely blank. Additionally, after coming up from that state, one doesn't feel rested or peaceful. On the contrary, one often feels uneasy. But ultimately, if it is Ananda, it should be there everywhere (in deep sleep as well as unconsciousness) shouldn't it?",https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=2903s
50:50 -- c) So is it that the happiness of deep sleep is due to serotonin and/or other chemicals that are involved in neurochemical processes?,https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=3050s
" One can say that the substratum of human Consciousness is Pure Awareness. How can we extend it to include the whole material Universe, and posit that Pure Consciousness is its substratum?",https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=3313s
"Should we assume that each one of us has our own consciousness, and if so, what about events which affect all of us? How do we explain that shared public reality?",https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=3562s
Is Consciousness separate from the brain?,https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=3957s
" a) Is it true that householders should not chant only """"Om,"""" but instead use some syllable along with it (such as """"Hari Om"""" etc.)? Will simply chanting """"Om"""" (as a householder) have adverse effects?",https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=4372s
" b) Could """"namakam"""" and """"chamakam"""" (Vedic mantras) be used as worship mantras in rituals, upasana, self-Knowledge, God-realization, jnana etc.?",https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=4482s
" How is Consciousness experienced? How do we know/grasp it? What exactly is Consciousness, Atman, Awareness, Pure Consciousness, Brahman etc.?",https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=4850s
"The Awareness, or Consciousness (Atma, Chaitanya etc.) is common to all of us. Rather, we are That. Then what accounts for the differences between us (between Vivekananda and the rest of us, yogis who have extraordinary powers, psychic powers, siddhis etc.)?",https://www.youtube.com/watch?v=KrBwQQSCxtQ&t=5176s
 What might be the difference between the eyes opened and closed while trying to do meditation?,https://www.youtube.com/watch?v=9EuOUGo6ML8&t=40s
 With closed eyes I can see the inner light but with opened eyes it’s not the case. What is it that notices the difference while trying doing meditation with closed eyes and opened eyes?,https://www.youtube.com/watch?v=9EuOUGo6ML8&t=205s
Does pure consciousness have intention or it is my own realization of pure consciousness that creates circumstances?,https://www.youtube.com/watch?v=9EuOUGo6ML8&t=395s
 Being the creator of my own dreams why can’t see it from other’s perspective?,https://www.youtube.com/watch?v=9EuOUGo6ML8&t=538s
 In my dreams do I get the result of my actions or something else?,https://www.youtube.com/watch?v=9EuOUGo6ML8&t=995s
" How do I get up and say that I slept peacefully and didn’t know anything? Here the active mind trying to recall the inactive mind, how did that happen?",https://www.youtube.com/watch?v=9EuOUGo6ML8&t=1682s
" Who is looking out to the body, what is the ground of existence of it and how the digestion, breathing & other physiological activities are done in deep sleep?",https://www.youtube.com/watch?v=9EuOUGo6ML8&t=2034s
Does an enlightened person have any choice to go to the highest of “Brahmaloka” after “Mahasamadhi”?,https://www.youtube.com/watch?v=9EuOUGo6ML8&t=2228s
I have recently come across the concept of sentient robots. How can one harmonize it with Advaita Vedanta Philosophy?,https://www.youtube.com/watch?v=9EuOUGo6ML8&t=2704s
"Among the two paths of spirituality namely Bhakti (Devotion) and Jnana  (Knowledge), which one is the right?",https://www.youtube.com/watch?v=9EuOUGo6ML8&t=3026s
 If I am one with God (according to Advaita Vedanta concept) what is the necessity of worshiping as the worshiper and worshipped are the same?,https://www.youtube.com/watch?v=9EuOUGo6ML8&t=3351s
We say Brahman is the only reality and the world is Maya (illusion). Then what causes the world to appear?,https://www.youtube.com/watch?v=p1S4aKCigi0&t=50s
What does 'Bindu Naad Kalaa' mean?,https://www.youtube.com/watch?v=p1S4aKCigi0&t=867s
"What is the difference between 'Jeeva' (sentient beings) and 'Jada' (insentient things)? If both are manifestation of Brahman, then what Karma makes one thing 'Jeeva' and the other 'Jada'?",https://www.youtube.com/watch?v=p1S4aKCigi0&t=1000s
"In Bhakti traditions, God is understood to have love and compassion. What is the relation of God of Advaita with the God of Bhakti traditions?",https://www.youtube.com/watch?v=p1S4aKCigi0&t=1610s
Why is Advaitic meditation (Nidhidhyasana) sometimes considered better than Yogic meditation (meditation of Patanjali Yoga Sutras)?,https://www.youtube.com/watch?v=p1S4aKCigi0&t=2110s
How does one make the mind one-pointed?,https://www.youtube.com/watch?v=p1S4aKCigi0&t=3130s
 Difference between the mind of a yogi and the mind of a worldly person.,https://www.youtube.com/watch?v=YLSRvatqLFY&t=9s
Do our senses tell us what is real?,https://www.youtube.com/watch?v=YLSRvatqLFY&t=554s
What entity becomes liberated?,https://www.youtube.com/watch?v=YLSRvatqLFY&t=1097s
"Karma, redemption, suffering, and beyond.",https://www.youtube.com/watch?v=YLSRvatqLFY&t=1440s
 What is the purpose of life? Why the game of life?,https://www.youtube.com/watch?v=YLSRvatqLFY&t=2057s
Can karma affect an enlightened person?,https://www.youtube.com/watch?v=YLSRvatqLFY&t=2406s
Who is witnessing the mind?,https://www.youtube.com/watch?v=YLSRvatqLFY&t=2840s
 Who is deluded by maya?,https://www.youtube.com/watch?v=YLSRvatqLFY&t=3259s
When is a person ready for spiritual life?,https://www.youtube.com/watch?v=YLSRvatqLFY&t=3537s
 Is there suffering outside of the mind?,https://www.youtube.com/watch?v=YLSRvatqLFY&t=4144s
"Can art lead us to reality?""",https://www.youtube.com/watch?v=YLSRvatqLFY&t=4450s
"When we are reborn, do we get the same piece of consciousness as we have in this birth?",https://www.youtube.com/watch?v=l_vmlYMfsdQ&t=60s
If whatever we do is Karma then does whatever we think also our Karma?,https://www.youtube.com/watch?v=l_vmlYMfsdQ&t=200s
"If same Brahman is residing in me and others, how is my Karma my own, why don't I share somebody else's Karma or vice versa?",https://www.youtube.com/watch?v=l_vmlYMfsdQ&t=430s
" What is the point of Karma when the results of the action is delayed and we don't even remember the actions for which we are suffering? How are we supposed to learn the lesson? How do you prove the existence of afterlives, or is it mere a faith or belief.",https://www.youtube.com/watch?v=l_vmlYMfsdQ&t=680s
" If so much of what happens to us is due to our Karma in past lives and our tendencies that we have inherited, what is the need of living within the framework of morality?",https://www.youtube.com/watch?v=l_vmlYMfsdQ&t=1435s
Where does evil come from?,https://www.youtube.com/watch?v=l_vmlYMfsdQ&t=1880s
" If the whole world is Brahman, then it suggests the evil is also Brahman. Then how to distinguish between good and evil? If God exists then why is evil more than good in the world?",https://www.youtube.com/watch?v=l_vmlYMfsdQ&t=2292s
 Tell us more about death and destruction of universe.,https://www.youtube.com/watch?v=l_vmlYMfsdQ&t=2920s
Why are you stressing more on the teachings of non-dualism of Shankara and neglecting Ramanujacharya's and Madhavacharya's teaching. There are more references of Madhavacharya than Shankara in even Gospels of Ramakrishna.,https://www.youtube.com/watch?v=l_vmlYMfsdQ&t=3660s
 (a) How does one select a path to follow? (b) How to recognize a Guru?,https://www.youtube.com/watch?v=bkAHtnltX-8&t=50s
What is my duty in life?,https://www.youtube.com/watch?v=bkAHtnltX-8&t=140s
Is Ramakrishna a 'Shankara Advaitin'?,https://www.youtube.com/watch?v=bkAHtnltX-8&t=1372s
" In Vedanta, all that we experience are objects for consciousness. Even the sense of 'I' is an object, but it disappears in deep sleep. So, ""I"", who am not there in deep sleep, claim that 'I slept' - when I wake up. How do you reconcile this?",https://www.youtube.com/watch?v=bkAHtnltX-8&t=1650s
"Performing duties of life drains my energy and yet I don't feel that I am growing, spiritually. How to make spiritual progress, even while performing my duties?",https://www.youtube.com/watch?v=bkAHtnltX-8&t=2107s
"In text-based meditation technique, I'm faced with external disturbances - such as - ticking of clock, chirping of bird, etc. and the internal & external get mixed up. What is the way out?",https://www.youtube.com/watch?v=bkAHtnltX-8&t=2592s
I am often faced with people who misunderstand me because I am a spiritual seeker & indulge in spiritual practices. What should I do?,https://www.youtube.com/watch?v=bkAHtnltX-8&t=3060s
 How does Consciousness arise in form from Shunya in Buddhist view?,https://www.youtube.com/watch?v=bkAHtnltX-8&t=3290s
" I experience compassion for some people, and no compassion for others. So, should I wait for grace, or should I keep working at it?",https://www.youtube.com/watch?v=bkAHtnltX-8&t=4200s
" How do I prioritize my time & energy to make spiritual progress, as much as I excel at my work?",https://www.youtube.com/watch?v=C4lBgdHaYi4&t=1040s
(a) Is there any reality in the dream state? (b) My method of meditation keeps on changing because of so many methods I get to learn about; what should I do?,https://www.youtube.com/watch?v=C4lBgdHaYi4&t=2145s
"What is the existence of the universe, and how is it related to the spiritual world?",https://www.youtube.com/watch?v=C4lBgdHaYi4&t=2755s
"How to provide sufficiently strong arguments to mind, to counter distractions, provocations - such as greed, lust, etc. in order to attain perfect chastity in thought, word & deed?",https://www.youtube.com/watch?v=C4lBgdHaYi4&t=2995s
" With advent of artificial intelligence, there have been changes in the job market where youngsters are finding it more and more difficult. What will life look like 50 years from now?",https://www.youtube.com/watch?v=C4lBgdHaYi4&t=3495s
